source,feature,metabolite,labeling,sample_name,value,sample
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A1_AB4116_TUMOR.B,0.0501895662229152,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A1_AB4116_TUMOR.B,0.0639338499018388,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A1_AB4116_TUMOR.B,0.0442230419236991,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A1_AB4116_TUMOR.B,0.0405286132514615,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A1_AB4116_TUMOR.B,0.073900357268997,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A1_AB4116_TUMOR.B,0.141449775171854,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A1_AB4116_TUMOR.B,0,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A1_AB4116_TUMOR.B,0.243134738285322,PDX
MP4A_PDX_P6_3h,PYRUVATE_M3,PYRUVATE,M3,MP4A1_AB4116_TUMOR.C,0.180709863053082,PDX
MP4A_PDX_P6_3h,LACTATE_M3,LACTATE,M3,MP4A1_AB4116_TUMOR.C,0.204023985213942,PDX
MP4A_PDX_P6_3h,ALANINE_M3,ALANINE,M3,MP4A1_AB4116_TUMOR.C,0.123452448893286,PDX
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A1_AB4116_TUMOR.C,0.0493498025857364,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A1_AB4116_TUMOR.C,0.0593186458234943,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A1_AB4116_TUMOR.C,0.0446478213993817,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A1_AB4116_TUMOR.C,0.0435139145380535,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A1_AB4116_TUMOR.C,0.0739883559256343,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A1_AB4116_TUMOR.C,0.131394828484465,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A1_AB4116_TUMOR.C,0.0178337985282569,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A1_AB4116_TUMOR.C,0.235459537272099,PDX
MP4A_PDX_P6_3h,PYRUVATE_M3,PYRUVATE,M3,MP4A2_AB4117_TUMOR.A,0.155993983651542,PDX
MP4A_PDX_P6_3h,LACTATE_M3,LACTATE,M3,MP4A2_AB4117_TUMOR.A,0.163527644850847,PDX
MP4A_PDX_P6_3h,ALANINE_M3,ALANINE,M3,MP4A2_AB4117_TUMOR.A,0.0891779441355845,PDX
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A2_AB4117_TUMOR.A,0.0291005178044283,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A2_AB4117_TUMOR.A,0.187148309385993,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A2_AB4117_TUMOR.A,0.0363129670043098,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A2_AB4117_TUMOR.A,0.033511947568326,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A2_AB4117_TUMOR.A,0.0476450928186968,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A2_AB4117_TUMOR.A,0,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A2_AB4117_TUMOR.A,,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A2_AB4117_TUMOR.A,0.238293623397232,PDX
MP4A_PDX_P6_3h,PYRUVATE_M3,PYRUVATE,M3,MP4A2_AB4117_TUMOR.B,0.146091774043832,PDX
MP4A_PDX_P6_3h,LACTATE_M3,LACTATE,M3,MP4A2_AB4117_TUMOR.B,0.163543273363033,PDX
MP4A_PDX_P6_3h,ALANINE_M3,ALANINE,M3,MP4A2_AB4117_TUMOR.B,0.0922497011856706,PDX
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A2_AB4117_TUMOR.B,0.0311755659205457,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A2_AB4117_TUMOR.B,0.0471598860844344,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A2_AB4117_TUMOR.B,0.030346618094659,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A2_AB4117_TUMOR.B,0.0278583684521599,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A2_AB4117_TUMOR.B,0.0529113107079153,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A2_AB4117_TUMOR.B,0.133847740143828,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A2_AB4117_TUMOR.B,0,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A2_AB4117_TUMOR.B,0.245650678184848,PDX
MP4A_PDX_P6_3h,PYRUVATE_M3,PYRUVATE,M3,MP4A2_AB4117_TUMOR.C,0.144754786460431,PDX
MP4A_PDX_P6_3h,LACTATE_M3,LACTATE,M3,MP4A2_AB4117_TUMOR.C,0.166019670508414,PDX
MP4A_PDX_P6_3h,ALANINE_M3,ALANINE,M3,MP4A2_AB4117_TUMOR.C,0.092422540747162,PDX
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A2_AB4117_TUMOR.C,0.0328055227423239,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A2_AB4117_TUMOR.C,0.0579716293393048,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A2_AB4117_TUMOR.C,0.0261341706228549,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A2_AB4117_TUMOR.C,0.0296802852978452,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A2_AB4117_TUMOR.C,0.0529517512149875,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A2_AB4117_TUMOR.C,0.130484452917591,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A2_AB4117_TUMOR.C,0.0336621852872055,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A2_AB4117_TUMOR.C,0.248908428805783,PDX
MP4A_PDX_P6_3h,PYRUVATE_M3,PYRUVATE,M3,MP4A3_AB4118_TUMOR.A,0.309806350723651,PDX
MP4A_PDX_P6_3h,LACTATE_M3,LACTATE,M3,MP4A3_AB4118_TUMOR.A,0.289834572163265,PDX
MP4A_PDX_P6_3h,ALANINE_M3,ALANINE,M3,MP4A3_AB4118_TUMOR.A,0.239106143050663,PDX
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A3_AB4118_TUMOR.A,0.0894830969557944,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A3_AB4118_TUMOR.A,0.0870810545077728,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A3_AB4118_TUMOR.A,0.0890996771030515,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A3_AB4118_TUMOR.A,0.0832863515180086,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A3_AB4118_TUMOR.A,0.1373996168215,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A3_AB4118_TUMOR.A,0.223166629711363,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A3_AB4118_TUMOR.A,0.0973929431007738,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A3_AB4118_TUMOR.A,0.40021077485367,PDX
MP4A_PDX_P6_3h,PYRUVATE_M3,PYRUVATE,M3,MP4A3_AB4118_TUMOR.B,0.314270125138589,PDX
MP4A_PDX_P6_3h,LACTATE_M3,LACTATE,M3,MP4A3_AB4118_TUMOR.B,0.333045693357319,PDX
MP4A_PDX_P6_3h,ALANINE_M3,ALANINE,M3,MP4A3_AB4118_TUMOR.B,0.237863229673415,PDX
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A3_AB4118_TUMOR.B,0.089430095836363,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A3_AB4118_TUMOR.B,0.087153581183778,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A3_AB4118_TUMOR.B,0.0813936333212275,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A3_AB4118_TUMOR.B,0.0802358451262542,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A3_AB4118_TUMOR.B,0.13837143268703,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A3_AB4118_TUMOR.B,0.224519101677369,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A3_AB4118_TUMOR.B,0,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A3_AB4118_TUMOR.B,0.380223491185714,PDX
MP4A_PDX_P6_3h,PYRUVATE_M3,PYRUVATE,M3,MP4A3_AB4118_TUMOR.C,0.307065352434561,PDX
MP4A_PDX_P6_3h,LACTATE_M3,LACTATE,M3,MP4A3_AB4118_TUMOR.C,0.332009496010402,PDX
MP4A_PDX_P6_3h,ALANINE_M3,ALANINE,M3,MP4A3_AB4118_TUMOR.C,0.239296157417507,PDX
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A3_AB4118_TUMOR.C,0.0899781386833575,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A3_AB4118_TUMOR.C,0.0898921688614482,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A3_AB4118_TUMOR.C,0.0817014683986989,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A3_AB4118_TUMOR.C,0.0778975042985681,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A3_AB4118_TUMOR.C,0.135818121704871,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A3_AB4118_TUMOR.C,0.234344639613639,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A3_AB4118_TUMOR.C,0,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A3_AB4118_TUMOR.C,0.373833344086144,PDX
MP4A_PDX_P6_3h,PYRUVATE_M3,PYRUVATE,M3,MP4A4_AB4119_TUMOR.B,0.196662971903265,PDX
MP4A_PDX_P6_3h,LACTATE_M3,LACTATE,M3,MP4A4_AB4119_TUMOR.B,0.219739608356835,PDX
MP4A_PDX_P6_3h,ALANINE_M3,ALANINE,M3,MP4A4_AB4119_TUMOR.B,0.127566754280991,PDX
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A4_AB4119_TUMOR.B,0.0461366202573007,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A4_AB4119_TUMOR.B,0.0659022753346777,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A4_AB4119_TUMOR.B,0.0395943784489344,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A4_AB4119_TUMOR.B,0.0432594205621066,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A4_AB4119_TUMOR.B,0.0806091191516985,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A4_AB4119_TUMOR.B,0.151034128804179,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A4_AB4119_TUMOR.B,0.0132264805928105,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A4_AB4119_TUMOR.B,0.23297364992541,PDX
MP4A_PDX_P6_3h,PYRUVATE_M3,PYRUVATE,M3,MP4A4_AB4119_TUMOR.C,0.196597291764369,PDX
MP4A_PDX_P6_3h,LACTATE_M3,LACTATE,M3,MP4A4_AB4119_TUMOR.C,0.216423073464424,PDX
MP4A_PDX_P6_3h,ALANINE_M3,ALANINE,M3,MP4A4_AB4119_TUMOR.C,0.126001557629281,PDX
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A4_AB4119_TUMOR.C,0.0469438940612418,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A4_AB4119_TUMOR.C,0.0699386647865301,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A4_AB4119_TUMOR.C,0.049698299906328,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A4_AB4119_TUMOR.C,0.0413446713307894,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A4_AB4119_TUMOR.C,0.0799159947418102,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A4_AB4119_TUMOR.C,0.1581640482193,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A4_AB4119_TUMOR.C,0,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A4_AB4119_TUMOR.C,0.217935738652276,PDX
MP4A_PDX_P6_3h,PYRUVATE_M3,PYRUVATE,M3,MP4A5_AB4120_TUMOR.A,0.188805039387645,PDX
MP4A_PDX_P6_3h,LACTATE_M3,LACTATE,M3,MP4A5_AB4120_TUMOR.A,0.21807070201348,PDX
MP4A_PDX_P6_3h,ALANINE_M3,ALANINE,M3,MP4A5_AB4120_TUMOR.A,0.136698797770527,PDX
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A5_AB4120_TUMOR.A,0.0560766503460301,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A5_AB4120_TUMOR.A,0.064469137422553,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A5_AB4120_TUMOR.A,0.0499181490697469,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A5_AB4120_TUMOR.A,0.0497657038640913,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A5_AB4120_TUMOR.A,0.0847254059989778,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A5_AB4120_TUMOR.A,0.160248654030516,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A5_AB4120_TUMOR.A,0.0374764217285068,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A5_AB4120_TUMOR.A,0.232619904908479,PDX
MP4A_PDX_P6_3h,PYRUVATE_M3,PYRUVATE,M3,MP4A5_AB4120_TUMOR.B,0.189330779382242,PDX
MP4A_PDX_P6_3h,LACTATE_M3,LACTATE,M3,MP4A5_AB4120_TUMOR.B,0.206549925716683,PDX
MP4A_PDX_P6_3h,ALANINE_M3,ALANINE,M3,MP4A5_AB4120_TUMOR.B,0.139400939201042,PDX
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A5_AB4120_TUMOR.B,0.0555558017813885,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A5_AB4120_TUMOR.B,0.0661876329303164,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A5_AB4120_TUMOR.B,0.0532250590980776,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A5_AB4120_TUMOR.B,0.0483345749256909,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A5_AB4120_TUMOR.B,0.0970318739186835,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A5_AB4120_TUMOR.B,0.155335891860645,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A5_AB4120_TUMOR.B,0.0513486465777028,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A5_AB4120_TUMOR.B,0.227372133485001,PDX
MP4A_PDX_P6_3h,PYRUVATE_M3,PYRUVATE,M3,MP4A5_AB4120_TUMOR.C,0.193690553128093,PDX
MP4A_PDX_P6_3h,LACTATE_M3,LACTATE,M3,MP4A5_AB4120_TUMOR.C,0.204378028272484,PDX
MP4A_PDX_P6_3h,ALANINE_M3,ALANINE,M3,MP4A5_AB4120_TUMOR.C,0.136305272264129,PDX
MP4A_PDX_P6_3h,SUCCINATE_M2,SUCCINATE,M2,MP4A5_AB4120_TUMOR.C,0.0566056628420179,PDX
MP4A_PDX_P6_3h,FUMARATE_M2,FUMARATE,M2,MP4A5_AB4120_TUMOR.C,0.0758503187523199,PDX
MP4A_PDX_P6_3h,MALATE_M2,MALATE,M2,MP4A5_AB4120_TUMOR.C,0.0534307213708552,PDX
MP4A_PDX_P6_3h,ASPARTATE_M2,ASPARTATE,M2,MP4A5_AB4120_TUMOR.C,0.042279745288838,PDX
MP4A_PDX_P6_3h,GLUTAMATE_M2,GLUTAMATE,M2,MP4A5_AB4120_TUMOR.C,0.0808862182222357,PDX
MP4A_PDX_P6_3h,CITRATE_M2,CITRATE,M2,MP4A5_AB4120_TUMOR.C,0.157282427322575,PDX
MP4A_PDX_P6_3h,3PG_M3,3PG,M3,MP4A5_AB4120_TUMOR.C,,PDX
MP4A_PDX_P6_3h,GLUCOSE_M6,GLUCOSE,M6,MP4A5_AB4120_TUMOR.C,0.228389575140782,PDX
MP8A_Tumor,PYRUVATE_M3,PYRUVATE,M3,8A.Tumour,0.287047930132017,Patient tumor
MP8A_Tumor,LACTATE_M3,LACTATE,M3,8A.Tumour,0.301486724679189,Patient tumor
MP8A_Tumor,ALANINE_M3,ALANINE,M3,8A.Tumour,0.17792784704693,Patient tumor
MP8A_Tumor,SUCCINATE_M2,SUCCINATE,M2,8A.Tumour,0.0954402936969744,Patient tumor
MP8A_Tumor,FUMARATE_M2,FUMARATE,M2,8A.Tumour,0.0809159992042033,Patient tumor
MP8A_Tumor,MALATE_M2,MALATE,M2,8A.Tumour,0.0795011837307718,Patient tumor
MP8A_Tumor,ASPARTATE_M2,ASPARTATE,M2,8A.Tumour,0.0792315020057018,Patient tumor
MP8A_Tumor,GLUTAMATE_M2,GLUTAMATE,M2,8A.Tumour,0.122460346965702,Patient tumor
MP8A_Tumor,CITRATE_M2,CITRATE,M2,8A.Tumour,0.111065015453211,Patient tumor
MP8A_Tumor,3PG_M3,3PG,M3,8A.Tumour,0.26786187773349,Patient tumor
MP8A_Tumor,GLUCOSE_M6,GLUCOSE,M6,8A.Tumour,0.532328749061374,Patient tumor
MP8B_Tumor,PYRUVATE_M3,PYRUVATE,M3,8B.Tumour,0.246345347398394,Patient tumor
MP8B_Tumor,LACTATE_M3,LACTATE,M3,8B.Tumour,0.27706294331417,Patient tumor
MP8B_Tumor,ALANINE_M3,ALANINE,M3,8B.Tumour,0.113785536154554,Patient tumor
MP8B_Tumor,SUCCINATE_M2,SUCCINATE,M2,8B.Tumour,0.0446628341257206,Patient tumor
MP8B_Tumor,FUMARATE_M2,FUMARATE,M2,8B.Tumour,0.025297244757996,Patient tumor
MP8B_Tumor,MALATE_M2,MALATE,M2,8B.Tumour,0.0179901075998764,Patient tumor
MP8B_Tumor,ASPARTATE_M2,ASPARTATE,M2,8B.Tumour,0.00917552757805402,Patient tumor
MP8B_Tumor,GLUTAMATE_M2,GLUTAMATE,M2,8B.Tumour,0.0371831843544252,Patient tumor
MP8B_Tumor,CITRATE_M2,CITRATE,M2,8B.Tumour,0.040966924397708,Patient tumor
MP8B_Tumor,3PG_M3,3PG,M3,8B.Tumour,0.199059068494123,Patient tumor
MP8B_Tumor,GLUCOSE_M6,GLUCOSE,M6,8B.Tumour,0.347561666361429,Patient tumor
MP8A_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8aP2_AB0329_SQ1,0.361009072858268,PDX
MP8A_PDX_P2,LACTATE_M3,LACTATE,M3,MP8aP2_AB0329_SQ1,0.409916308089623,PDX
MP8A_PDX_P2,ALANINE_M3,ALANINE,M3,MP8aP2_AB0329_SQ1,0.287216236458123,PDX
MP8A_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8aP2_AB0329_SQ1,0.0837548453404293,PDX
MP8A_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8aP2_AB0329_SQ1,0.0647633856706757,PDX
MP8A_PDX_P2,MALATE_M2,MALATE,M2,MP8aP2_AB0329_SQ1,0.114033533801345,PDX
MP8A_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8aP2_AB0329_SQ1,0.115240147337851,PDX
MP8A_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8aP2_AB0329_SQ1,0.126091033724922,PDX
MP8A_PDX_P2,CITRATE_M2,CITRATE,M2,MP8aP2_AB0329_SQ1,0.143438236903201,PDX
MP8A_PDX_P2,3PG_M3,3PG,M3,MP8aP2_AB0329_SQ1,0.361529915537539,PDX
MP8A_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8aP2_AB0329_SQ1,0.434560026781397,PDX
MP8A_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8aP2_AB0329_SQ2,0.397225239337975,PDX
MP8A_PDX_P2,LACTATE_M3,LACTATE,M3,MP8aP2_AB0329_SQ2,0.457796581384965,PDX
MP8A_PDX_P2,ALANINE_M3,ALANINE,M3,MP8aP2_AB0329_SQ2,0.313378511523543,PDX
MP8A_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8aP2_AB0329_SQ2,0.0785727677639998,PDX
MP8A_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8aP2_AB0329_SQ2,0.0887987511439884,PDX
MP8A_PDX_P2,MALATE_M2,MALATE,M2,MP8aP2_AB0329_SQ2,0.123355621128354,PDX
MP8A_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8aP2_AB0329_SQ2,0.110965557096923,PDX
MP8A_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8aP2_AB0329_SQ2,0.120766400230247,PDX
MP8A_PDX_P2,CITRATE_M2,CITRATE,M2,MP8aP2_AB0329_SQ2,0.144974024427573,PDX
MP8A_PDX_P2,3PG_M3,3PG,M3,MP8aP2_AB0329_SQ2,0.410053635339095,PDX
MP8A_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8aP2_AB0329_SQ2,0.4757371660763,PDX
MP8A_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8aP2_AB0329_SQ3,0.338887509179902,PDX
MP8A_PDX_P2,LACTATE_M3,LACTATE,M3,MP8aP2_AB0329_SQ3,0.414824006998128,PDX
MP8A_PDX_P2,ALANINE_M3,ALANINE,M3,MP8aP2_AB0329_SQ3,0.300167651437661,PDX
MP8A_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8aP2_AB0329_SQ3,0.0922753120071823,PDX
MP8A_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8aP2_AB0329_SQ3,0.0669183431547792,PDX
MP8A_PDX_P2,MALATE_M2,MALATE,M2,MP8aP2_AB0329_SQ3,0.134832858596979,PDX
MP8A_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8aP2_AB0329_SQ3,0.125452375795519,PDX
MP8A_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8aP2_AB0329_SQ3,0.13516731067451,PDX
MP8A_PDX_P2,CITRATE_M2,CITRATE,M2,MP8aP2_AB0329_SQ3,0.157882747928369,PDX
MP8A_PDX_P2,3PG_M3,3PG,M3,MP8aP2_AB0329_SQ3,0.366528910231789,PDX
MP8A_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8aP2_AB0329_SQ3,0.404819118650819,PDX
MP8A_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8aP2_AB0331_SQ1,0.325176995223458,PDX
MP8A_PDX_P2,LACTATE_M3,LACTATE,M3,MP8aP2_AB0331_SQ1,0.418665827107318,PDX
MP8A_PDX_P2,ALANINE_M3,ALANINE,M3,MP8aP2_AB0331_SQ1,0.307442072944511,PDX
MP8A_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8aP2_AB0331_SQ1,0.0837138808242297,PDX
MP8A_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8aP2_AB0331_SQ1,0.0702174937730969,PDX
MP8A_PDX_P2,MALATE_M2,MALATE,M2,MP8aP2_AB0331_SQ1,0.142942583906728,PDX
MP8A_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8aP2_AB0331_SQ1,0.13952214505241,PDX
MP8A_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8aP2_AB0331_SQ1,0.138524536063423,PDX
MP8A_PDX_P2,CITRATE_M2,CITRATE,M2,MP8aP2_AB0331_SQ1,0.161363140814055,PDX
MP8A_PDX_P2,3PG_M3,3PG,M3,MP8aP2_AB0331_SQ1,0.236427311730824,PDX
MP8A_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8aP2_AB0331_SQ1,0.460207387820841,PDX
MP8A_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8aP2_AB0331_SQ2,0.264226667270107,PDX
MP8A_PDX_P2,LACTATE_M3,LACTATE,M3,MP8aP2_AB0331_SQ2,0.388684701057313,PDX
MP8A_PDX_P2,ALANINE_M3,ALANINE,M3,MP8aP2_AB0331_SQ2,0.232166835957267,PDX
MP8A_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8aP2_AB0331_SQ2,0.0376870729836288,PDX
MP8A_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8aP2_AB0331_SQ2,0.0488992975160588,PDX
MP8A_PDX_P2,MALATE_M2,MALATE,M2,MP8aP2_AB0331_SQ2,0.0833000559324308,PDX
MP8A_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8aP2_AB0331_SQ2,0.0560895186632668,PDX
MP8A_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8aP2_AB0331_SQ2,0.0620549605492375,PDX
MP8A_PDX_P2,CITRATE_M2,CITRATE,M2,MP8aP2_AB0331_SQ2,0.102865472009568,PDX
MP8A_PDX_P2,3PG_M3,3PG,M3,MP8aP2_AB0331_SQ2,0.177486499698248,PDX
MP8A_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8aP2_AB0331_SQ2,0.360176520040403,PDX
MP8A_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8aP2_AB0331_SQ3,0.36319087173434,PDX
MP8A_PDX_P2,LACTATE_M3,LACTATE,M3,MP8aP2_AB0331_SQ3,0.427238718908767,PDX
MP8A_PDX_P2,ALANINE_M3,ALANINE,M3,MP8aP2_AB0331_SQ3,0.314060169531307,PDX
MP8A_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8aP2_AB0331_SQ3,0.0796553720259582,PDX
